ASX code,Company name,Security type,ISIN code
WBCIOO,CITIWARRANTS (CGMA),CTW 1450 WBC ROLLING INSTALMENT WARRANT 15-DEC-11,AU000WBCIOO9
WBCIOP,CITIWARRANTS (CGMA),CTW 1120 WBC ROLLING INSTALMENT WARRANT 15-DEC-09,AU000WBCIOP6
WBCIOR,CITIWARRANTS (CGMA),CITIWARRANTS 1500 WBC INSTALMENT WARRANT 24-JAN-12,AU000WBCIOR2
WBCIOS,CITIWARRANTS (CGMA),CITIWARRANTS 2000 WBC INSTALMENT WARRANT 24-JAN-12,AU000WBCIOS0
WBCIOU,CITIWARRANTS (CGMA),CITIWARRANTS 1450 WBC INSTALMENT WARRANT 29-MAR-12,AU000WBCIOU6
WBCIOW,CITIWARRANTS (CGMA),CITIWARRANTS 1000 WBC INSTALMENT WARRANT 30-AUG-12,AU000WBCIOW2
WBCKOA,CITIWARRANTS (CGMA),CITIWARRANTS WBC 12.2766 MINI LONG,AU000WBCKOA4
WBCKOB,CITIWARRANTS (CGMA),CITIWARRANTS WBC 16.9781 MINI LONG,AU000WBCKOB2
WBCKOC,CITIWARRANTS (CGMA),CITIWARRANTS WBC 19.1205 MINI LONG EXPIRING,AU000WBCKOC0
WBCKOD,CITIWARRANTS (CGMA),CITIWARRANTS 10.0654 WBC MINI LONG,AU000WBCKOD8
WBCKOE,CITIWARRANTS (CGMA),CITIWARRANTS 15.1097 WBC MINI LONG,AU000WBCKOE6
WBCSOA,CITIWARRANTS (CGMA),CITIWARRANTS 14.1005 WBC SELF FUND INSTAL 28-JUN-1,AU000WBCSOA7
WBCSOB,CITIWARRANTS (CGMA),CTW 8.1807 WBC SELF FUNDING INSTAL  27-JUN-13,AU000WBCSOB5
WBCSOC,CITIWARRANTS (CGMA),CITIWARRANTS 6.5226 WBC SELF FUND INSTAL 26-JUN-14,AU000WBCSOC3
WBCSOD,CITIWARRANTS (CGMA),CITIWARRANTS 15.4257 WBC SELF FUND INSTAL 26-JUN-1,AU000WBCSOD1
WBCSOE,CITIWARRANTS (CGMA),CITIWARRANTS 10.00 WBC SELF FUND INSTAL 23-JUN-16,AU000WBCSOE9
WBCSOF,CITIWARRANTS (CGMA),CITIWARRANTS 12.50 WBC SELF FUND INSTAL 23-JUN-16,AU000WBCSOF6
WBCSOY,CITIWARRANTS (CGMA),CITIWARRANTS 14.4149 WBC SELF FUND INSTAL 28-JUN-1,AU000WBCSOY7
WBCSOZ,CITIWARRANTS (CGMA),CITIWARRANTS 7.7683 WBC INSTALMENT WARR 27-JUN-13,AU000WBCSOZ4
WBCVOA,CITIWARRANTS (CGMA),CITIWARRANTS 2150 WBC CALL WARRANT 25-AUG-11,AU000WBCVOA1
WBCVOB,CITIWARRANTS (CGMA),CITIWARRANTS 2350 WBC CALL WARRANT 25-AUG-11,AU000WBCVOB9
WBCVOC,CITIWARRANTS (CGMA),CITIWARRANTS 2550 WBC CALL WARRANT 25-AUG-11,AU000WBCVOC7
WBCVOD,CITIWARRANTS (CGMA),CITIWARRANTS 2200 WBC CALL WARRANT 29-SEP-11,AU000WBCVOD5
WBCVOE,CITIWARRANTS (CGMA),CITIWARRANTS 1900 WBC PUT WARRANT 29-SEP-11,AU000WBCVOE3
WBCVOF,CITIWARRANTS (CGMA),CITIWARRANTS 2100 WBC CALL WARRANT 29-SEP-11,AU000WBCVOF0
WBCWOD,CITIWARRANTS (CGMA),CITIWARRANTS 2100 WBC CALL WARRANT 27-OCT-11,AU000WBCWOD3
WBCWOE,CITIWARRANTS (CGMA),CITIWARRANTS 2300 WBC CALL WARRANT 27-OCT-11,AU000WBCWOE1
WBCWOF,CITIWARRANTS (CGMA),CITIWARRANTS 2300 WBC CALL WARRANT 27-OCT-11,AU000WBCWOF8
WBCWOH,CITIWARRANTS (CGMA),CITIWARRANTS 2250 WBC CALL WARRANT 28-JUL-11,AU000WBCWOH4
WBCWOI,CITIWARRANTS (CGMA),CITIWARRANTS 2450 WBC CALL WARRANT 28-JUL-11,AU000WBCWOI2
WBCWOJ,CITIWARRANTS (CGMA),CITIWARRANTS 2650 WBC CALL WARRANT 28-JUL-11,AU000WBCWOJ0
WBCXOA,CITIWARRANTS (CGMA),CITIWARRANTS 2000 WBC BARRIER CALL WARR 24-NOV-11,AU000WBCXOA7
WBCXOB,CITIWARRANTS (CGMA),CITIWARRANTS 1950 WBC BARRIER CALL WARR 24-NOV-11,AU000WBCXOB5
WBCXOC,CITIWARRANTS (CGMA),CITIWARRANTS 1900 WBC BARRIER CALL WARR 24-NOV-11,AU000WBCXOC3
WBCXOD,CITIWARRANTS (CGMA),CITIWARRANTS 1800 WBC BARRIER CALL WARR 27-OCT-11,AU000WBCXOD1
WBCXOG,CITIWARRANTS (CGMA),CITIWARRANTS 1900 WBC BARRIER CALL WARR 25-AUG-11,AU000WBCXOG4
WBCXOH,CITIWARRANTS (CGMA),CITIWARRANTS 2100 WBC BARRIER CALL WARR 25-AUG-11,AU000WBCXOH2
WBCXOI,CITIWARRANTS (CGMA),CITIWARRANTS 2000 WBC BARRIER CALL WARR 25-AUG-11,AU000WBCXOI0
WBCXOJ,CITIWARRANTS (CGMA),CITIWARRANTS 1850 WBC BARRIER CALL WARR 25-AUG-11,AU000WBCXOJ8
WBCXOK,CITIWARRANTS (CGMA),CITIWARRANTS 1850 WBC BARRIER CALL WARR 27-OCT-11,AU000WBCXOK6
WBCYOA,CITIWARRANTS (CGMA),CITIWARRANTS 1750 WBC BARRIER CALL WARR 24-NOV-11,AU000WBCYOA5
WDCIOA,CITIWARRANTS (CGMA),CTW 1200 WDC ROLLING INSTALMENT WARRANT 23-JUN-10,AU000WDCIOA4
WDCIOD,CITIWARRANTS (CGMA),CTW 3.764 WDC ROLLING INSTALMENT WARRANT 17-JUN-11,AU000WDCIOD8
WDCIOI,CITIWARRANTS (CGMA),CTW 9.197 WDC ROLLING INSTALMENT WARRANT 15-DEC-11,AU000WDCIOI7
WDCIOL,CITIWARRANTS (CGMA),CTW 700 WDC ROLLING INSTALMENT WARRANT 25-MAY-12,AU000WDCIOL1
WDCIOO,CITIWARRANTS (CGMA),CTW 5.197 WDC ROLLING INSTALMENT WARRANT 15-DEC-11,AU000WDCIOO5
WDCIOR,CITIWARRANTS (CGMA),CITIWARRANTS 800 WDC INSTALMENT WARRANT 24-JAN-12,AU000WDCIOR8
WDCIOW,CITIWARRANTS (CGMA),CITIWARRANTS 350 WDC INSTALMENT WARRANT 30-AUG-12,AU000WDCIOW8
WDCKOA,CITIWARRANTS (CGMA),CITIWARRANTS WDC 4.9805 MINI LONG,AU000WDCKOA0
WDCKOB,CITIWARRANTS (CGMA),CITIWARRANTS WDC 7.0641 MINI LONG EXPIRING,AU000WDCKOB8
WDCKOD,CITIWARRANTS (CGMA),CITIWARRANTS 5.7941 WDC MINI LONG,AU000WDCKOD4
WDCSOA,CITIWARRANTS (CGMA),CITIWARRANTS 7.8836 WDC SLF FUND INSTAL 28-JUN-12,AU000WDCSOA3
WDCSOC,CITIWARRANTS (CGMA),MQB $2.0552 WDC SELF FUNDING INSTALMENT 30-JUN-11,AU000WDCSOC9
WDCSOD,CITIWARRANTS (CGMA),CITIWARRANTS 4.4445 WDC SELF FUND INSTAL 26-JUN-15,AU000WDCSOD7
WDCSOE,CITIWARRANTS (CGMA),CITIWARRANTS 4.258 WDC SELF FUND INSTAL 23-JUN-16,AU000WDCSOE5
WESIO1,CITIWARRANTS (CGMA),CTW 1600 WES ROLLING CAPPED INSTALMENT 11-MAY-12,AU000WESIO10
WESIOA,CITIWARRANTS (CGMA),CTW 2200 WES ROLLING INSTALMENT WARRANT 23-JUN-10,AU000WESIOA8
WESIOD,CITIWARRANTS (CGMA),CTW 1500 WES ROLLING INSTALMENT WARRANT 17-JUN-11,AU000WESIOD2
WESIOE,CITIWARRANTS (CGMA),CITIWARRANTS 1600 WES INSTALMENT WARRANT 28-JUN-12,AU000WESIOE0
WESIOI,CITIWARRANTS (CGMA),CTW 2350 WES ROLLING INSTALMENT WARRANT 15-DEC-11,AU000WESIOI1
WESIOL,CITIWARRANTS (CGMA),CTW 2500 WES ROLLING INSTALMENT WARRANT 25-MAY-12,AU000WESIOL5
WESION,CITIWARRANTS (CGMA),CITIWARRANTS 3000 WES INSTALMENT WARRANT 29-SEP-11,AU000WESION1
WESIOO,CITIWARRANTS (CGMA),CTW 1800 WES ROLLING INSTALMENT WARRANT 15-DEC-11,AU000WESIOO9
WESIOR,CITIWARRANTS (CGMA),CITIWARRANTS 2000 WES INSTALMENT WARRANT 24-JAN-12,AU000WESIOR2
WESIOS,CITIWARRANTS (CGMA),CITIWARRANTS 3000 WES INSTALMENT WARRANT 24-JAN-12,AU000WESIOS0
WESIOU,CITIWARRANTS (CGMA),CITIWARRANTS 2000 WES INSTALMENT WARRANT 29-MAR-12,AU000WESIOU6
WESIOW,CITIWARRANTS (CGMA),CITIWARRANTS 1500 WES INSTALMENT WARRANT 30-AUG-12,AU000WESIOW2
WESKOA,CITIWARRANTS (CGMA),CITIWARRANTS WES 25.4669 MINI LONG EXPIRING,AU000WESKOA4
WESKOB,CITIWARRANTS (CGMA),CITIWARRANTS WES 21.5897  MINI LONG,AU000WESKOB2
WESKOC,CITIWARRANTS (CGMA),CITIWARRANTS 19.2731 WES MINI LONG,AU000WESKOC0
WESKOD,CITIWARRANTS (CGMA),CITIWARRANTS 25.0196 WES MINI LONG,AU000WESKOD8
WESSOA,CITIWARRANTS (CGMA),CITIWARRANTS 21.8544 WES SELF FUND INSTAL 28-JUN-1,AU000WESSOA7
WESSOB,CITIWARRANTS (CGMA),CTW 14.6486 WES SELF FUNDING INSTAL 27-JUN-13,AU000WESSOB5
WESSOC,CITIWARRANTS (CGMA),CITIWARRANTS 4.7358 WES SELF FUND INSTAL 26-JUN-14,AU000WESSOC3
WESSOD,CITIWARRANTS (CGMA),CITIWARRANTS 18.4239 WES SELF FUND INSTAL 26-JUN-1,AU000WESSOD1
WESSOE,CITIWARRANTS (CGMA),CITIWARRANTS 13.15 WES SELF FUND INSTAL 23-JUN-16,AU000WESSOE9
WESSOF,CITIWARRANTS (CGMA),CITIWARRANTS 16.65 WES SELF FUND INSTAL 23-JUN-16,AU000WESSOF6
WESVOA,CITIWARRANTS (CGMA),CITIWARRANTS 3200 WES CALL WARRANT 29-SEP-11,AU000WESVOA1
WESVOB,CITIWARRANTS (CGMA),CITIWARRANTS 3500 WES CALL WARRANT 29-SEP-11,AU000WESVOB9
WESWOA,CITIWARRANTS (CGMA),CITIWARRANTS 3000 WES CALL WARRANT 27-OCT-11,AU000WESWOA9
WESWOC,CITIWARRANTS (CGMA),CITIWARRANTS 3300 WES CALL WARRANT 27-OCT-11,AU000WESWOC5
WESWOE,CITIWARRANTS (CGMA),CITIWARRANTS 3100 WES CALL WARRANT 28-JUL-11,AU000WESWOE1
WESWOF,CITIWARRANTS (CGMA),CITIWARRANTS 3400 WES CALL WARRANT 28-JUL-11,AU000WESWOF8
WESXOA,CITIWARRANTS (CGMA),CITIWARRANTS 2900 WES BARRIER CALL WARR 24-NOV-11,AU000WESXOA7
WESXOB,CITIWARRANTS (CGMA),CITIWARRANTS 2800 WES BARRIER CALL WARR 24-NOV-11,AU000WESXOB5
WESXOC,CITIWARRANTS (CGMA),CITIWARRANTS 2700 WES BARRIER CALL WARR 25-AUG-11,AU000WESXOC3
WESXOD,CITIWARRANTS (CGMA),CITIWARRANTS 2700 WES BARRIER CALL WARR 27-OCT-11,AU000WESXOD1
WESXOE,CITIWARRANTS (CGMA),CITIWARRANTS 2600 WES BARRIER CALL WARR 27-OCT-11,AU000WESXOE9
WESXOF,CITIWARRANTS (CGMA),CITIWARRANTS 2700 WES BARRIER CALL WARR 24-NOV-11,AU000WESXOF6
WESXOG,CITIWARRANTS (CGMA),CITIWARRANTS 2850 WES BARRIER CALL WARR 28-JUL-11,AU000WESXOG4
WESXOI,CITIWARRANTS (CGMA),CITIWARRANTS 2950 WES BARRIER CALL WARR 28-JUL-11,AU000WESXOI0
WHCKOA,CITIWARRANTS (CGMA),CITIWARRANTS WHC 3.5579 MINI LONG,AU000WHCKOA1
WORIOO,CITIWARRANTS (CGMA),CTW 1750 WOR ROLLING INSTALMENT WARRANT 15-DEC-11,AU000WORIOO0
WORKOA,CITIWARRANTS (CGMA),CITIWARRANTS WOR 20.2458  MINI LONG,AU000WORKOA5
WORKOB,CITIWARRANTS (CGMA),CITIWARRANTS WOR 16.0986 MINI LONG,AU000WORKOB3
WOWIO1,CITIWARRANTS (CGMA),CTW 1300 WOW ROLLING CAPPED INSTALMENT 11-MAY-12,AU000WOWIO12
WOWIOA,CITIWARRANTS (CGMA),CTW 1700 WOW ROLLING INSTALMENT WARRANT 23-JUN-10,AU000WOWIOA9
WOWIOD,CITIWARRANTS (CGMA),CTW 1800 WOW ROLLING INSTALMENT WARRANT 17-JUN-11,AU000WOWIOD3
WOWIOE,CITIWARRANTS (CGMA),CITIWARRANTS 1800 WOW INSTALMENT WARRANT 28-JUN-12,AU000WOWIOE1
WOWIOI,CITIWARRANTS (CGMA),CTW 2300 WOW ROLLING INSTALMENT WARRANT 15-DEC-11,AU000WOWIOI2
WOWIOL,CITIWARRANTS (CGMA),CTW 2000 WOW ROLLING INSTALMENT WARRANT 25-MAY-12,AU000WOWIOL6
WOWIOO,CITIWARRANTS (CGMA),CTW 1600 WOW ROLLING INSTALMENT WARRANT 15-DEC-11,AU000WOWIOO0
WOWIOR,CITIWARRANTS (CGMA),CITIWARRANTS 2500 WOW INSTALMENT WARRANT 24-JAN-12,AU000WOWIOR3
WOWIOU,CITIWARRANTS (CGMA),CITIWARRANTS 1650 WOW INSTALMENT WARRANT 29-MAR-12,AU000WOWIOU7
WOWIOW,CITIWARRANTS (CGMA),CITIWARRANTS 1400 WOW INSTALMENT WARRANT 30-AUG-12,AU000WOWIOW3
WOWKOA,CITIWARRANTS (CGMA),CITIWARRANTS WOW 21.9124 MINI LONG,AU000WOWKOA5
WOWKOB,CITIWARRANTS (CGMA),CITIWARRANTS WOW 19.1809 MINI LONG,AU000WOWKOB3
WOWSOA,CITIWARRANTS (CGMA),CITIWARRANTS 17.272 WOW SELF FUND INSTAL 28-JUN-1,AU000WOWSOA8
WOWSOC,CITIWARRANTS (CGMA),CITIWARRANTS 13.6316 WOW SELF FUND INSTAL 26-JUN-1,AU000WOWSOC4
WOWSOD,CITIWARRANTS (CGMA),CITIWARRANTS 15.9055 WOW SELF FUND INSTAL 26-JUN-1,AU000WOWSOD2
WOWSOE,CITIWARRANTS (CGMA),CITIWARRANTS 12.50 WOW SELF FUND INSTAL 23-JUN-16,AU000WOWSOE0
WOWSOF,CITIWARRANTS (CGMA),CITIWARRANTS 15.50 WOW SELF FUND INSTAL 23-JUN-16,AU000WOWSOF7
WOWVOA,CITIWARRANTS (CGMA),CITIWARRANTS 2700 WOW CALL WARRANT 29-SEP-11,AU000WOWVOA2
WOWVOB,CITIWARRANTS (CGMA),CITIWARRANTS 2900 WOW CALL WARRANT 29-SEP-11,AU000WOWVOB0
WOWWOE,CITIWARRANTS (CGMA),CITIWARRANTS 2550 WOW CALL WARRANT 28-JUL-11,AU000WOWWOE2
WOWWOF,CITIWARRANTS (CGMA),CITIWARRANTS 2800 WOW CALL WARRANT 28-JUL-11,AU000WOWWOF9
WOWWOG,CITIWARRANTS (CGMA),CITIWARRANTS 2700 WOW CALL WARRANT 27-OCT-11,AU000WOWWOG7
WOWWOH,CITIWARRANTS (CGMA),CITIWARRANTS 2900 WOW CALL WARRANT 27-OCT-11,AU000WOWWOH5
WOWXOA,CITIWARRANTS (CGMA),CITIWARRANTS 2300 WOW BARRIER CALL WARR 25-AUG-11,AU000WOWXOA8
WOWXOB,CITIWARRANTS (CGMA),CITIWARRANTS 2250 WOW BARRIER CALL WARR 24-NOV-11,AU000WOWXOB6
WOWXOC,CITIWARRANTS (CGMA),CITIWARRANTS 2400 WOW BARRIER CALL WARR 25-AUG-11,AU000WOWXOC4
WOWXOD,CITIWARRANTS (CGMA),CITIWARRANTS 2500 WOW BARRIER CALL WARR 24-NOV-11,AU000WOWXOD2
WOWXOE,CITIWARRANTS (CGMA),CITIWARRANTS 2200 WOW BARRIER CALL WARR 27-OCT-11,AU000WOWXOE0
WOWXOF,CITIWARRANTS (CGMA),CITIWARRANTS 2350 WOW BARRIER CALL WARR 27-OCT-11,AU000WOWXOF7
WPLDOI,CITIWARRANTS (CGMA),CTW 42.1153 WPL ROLLING INSTALMENT WARRANT 15-DEC-,AU000WPLDOI3
WPLDOO,CITIWARRANTS (CGMA),CTW 24.6153 WPL ROLLING INSTALMENT WARRANT 15-DEC-,AU000WPLDOO1
WPLIO1,CITIWARRANTS (CGMA),CTW 2100 WPL ROLLING CAPPED INSTALMENT 11-MAY-12,AU000WPLIO14
WPLIOA,CITIWARRANTS (CGMA),CTW 33.641 WPL ROLLING INSTALMENT WARRANT 23-JUN-1,AU000WPLIOA9
WPLIOD,CITIWARRANTS (CGMA),CTW 29.6244 WPL ROLLING INSTALMENT WARRANT 17-JUN-,AU000WPLIOD3
WPLIOE,CITIWARRANTS (CGMA),CITIWARRANTS 2500 WPL INSTALMENT WARRANT 28-JUN-12,AU000WPLIOE1
WPLIOI,CITIWARRANTS (CGMA),CTW 42.1153 WPL ROLLING INSTALMENT WARRANT 15-DEC-,AU000WPLIOI2
WPLIOL,CITIWARRANTS (CGMA),CTW 4000 WPL ROLLING INSTALMENT WARRANT 25-MAY-12,AU000WPLIOL6
WPLIOO,CITIWARRANTS (CGMA),CTW 24.6153 WPL ROLLING INSTALMENT WARRANT 15-DEC-,AU000WPLIOO0
WPLIOR,CITIWARRANTS (CGMA),CITIWARRANTS 3000 WPL INSTALMENT WARRANT 24-JAN-12,AU000WPLIOR3
WPLIOS,CITIWARRANTS (CGMA),CITIWARRANTS 4000 WPL INSTALMENT WARRANT 24-JAN-12,AU000WPLIOS1
WPLIOW,CITIWARRANTS (CGMA),CITIWARRANTS 1700 WPL INSTALMENT WARRANT 30-AUG-12,AU000WPLIOW3
WPLKOB,CITIWARRANTS (CGMA),CITIWARRANTS WPL 27.1337 MINI LONG,AU000WPLKOB3
WPLKOC,CITIWARRANTS (CGMA),CITIWARRANTS WPL 33.0244 MINI LONG EXPIRING,AU000WPLKOC1
WPLKOD,CITIWARRANTS (CGMA),CITIWARRANTS WPL 30.2666 MINI LONG EXPIRING,AU000WPLKOD9
WPLKOE,CITIWARRANTS (CGMA),CITIWARRANTS 20.0917 WPL MINI LONG,AU000WPLKOE7
WPLKOF,CITIWARRANTS (CGMA),CITIWARRANTS 23.6188 WPL MINI LONG,AU000WPLKOF4
WPLKOG,CITIWARRANTS (CGMA),CITIWARRANTS 29.6015 WPL MINI LONG,AU000WPLKOG2
WPLSOA,CITIWARRANTS (CGMA),CITIWARRANTS 29.9346 WPL SELF FUND INSTAL 28-JUN-1,AU000WPLSOA8
WPLSOB,CITIWARRANTS (CGMA),CTW 33.6142 WPL SELF FUNDING INSTAL 27-JUN-13,AU000WPLSOB6
WPLSOC,CITIWARRANTS (CGMA),CITIWARRANTS 15.1748 WPL SELF FUND INSTAL 26-JUN-1,AU000WPLSOC4
WPLSOD,CITIWARRANTS (CGMA),CITIWARRANTS 27.3332 WPL SELF FUND INSTAL 26-JUN-1,AU000WPLSOD2
WPLSOE,CITIWARRANTS (CGMA),CITIWARRANTS 17.9745 WPL SELF FUND INSTAL 23-JUN-1,AU000WPLSOE0
WPLSOF,CITIWARRANTS (CGMA),CITIWARRANTS 21.9745 WPL SELF FUND INSTAL 23-JUN-1,AU000WPLSOF7
WPLVOA,CITIWARRANTS (CGMA),CITIWARRANTS 4450 WPL CALL WARRANT 28-JUL-11,AU000WPLVOA2
WPLVOB,CITIWARRANTS (CGMA),CITIWARRANTS 4700 WPL CALL WARRANT 28-JUL-11,AU000WPLVOB0
WPLVOC,CITIWARRANTS (CGMA),CITIWARRANTS 5000 WPL CALL WARRANT 28-JUL-11,AU000WPLVOC8
WPLVOD,CITIWARRANTS (CGMA),CITIWARRANTS 4450 WPL CALL WARRANT 29-SEP-11,AU000WPLVOD6
WPLVOE,CITIWARRANTS (CGMA),CITIWARRANTS 3500 WPL CALL WARRANT 29-SEP-11,AU000WPLVOE4
WPLVOF,CITIWARRANTS (CGMA),CITIWARRANTS 3900 WPL CALL WARRANT 29-SEP-11,AU000WPLVOF1
WPLWOA,CITIWARRANTS (CGMA),CITIWARRANTS 3900 WPL CALL WARRANT 27-OCT-11,AU000WPLWOA0
WPLWOB,CITIWARRANTS (CGMA),CITIWARRANTS 3600 WPL CALL WARRANT 27-OCT-11,AU000WPLWOB8
WPLWOF,CITIWARRANTS (CGMA),CITIWARRANTS 4500 WPL CALL WARRANT 25-AUG-11,AU000WPLWOF9
WPLWOG,CITIWARRANTS (CGMA),CITIWARRANTS 4800 WPL CALL WARRANT 25-AUG-11,AU000WPLWOG7
WPLWOH,CITIWARRANTS (CGMA),CITIWARRANTS 5100 WPL CALL WARRANT 25-AUG-11,AU000WPLWOH5
WPLWOL,CITIWARRANTS (CGMA),CITIWARRANTS 4300 WPL CALL WARRANT 27-OCT-11,AU000WPLWOL7
WPLXOA,CITIWARRANTS (CGMA),CITIWARRANTS 3300 WPL BARRIER CALL WARR 24-NOV-11,AU000WPLXOA8
WPLXOB,CITIWARRANTS (CGMA),CITIWARRANTS 3100 WPL BARRIER CALL WARR 24-NOV-11,AU000WPLXOB6
WPLXOC,CITIWARRANTS (CGMA),CITIWARRANTS 3000 WPL BARRIER CALL WARR 24-NOV-11,AU000WPLXOC4
WPLXOE,CITIWARRANTS (CGMA),CITIWARRANTS 3900 WPL BARRIER CALL WARR 25-AUG-11,AU000WPLXOE0
WPLXOF,CITIWARRANTS (CGMA),CITIWARRANTS 2800 WPL BARRIER CALL WARR 24-NOV-11,AU000WPLXOF7
WPLXOG,CITIWARRANTS (CGMA),CITIWARRANTS 3700 WPL BARRIER CALL WARR 28-JUL-11,AU000WPLXOG5
WPLXOH,CITIWARRANTS (CGMA),CITIWARRANTS 3800 WPL BARRIER CALL WARR 28-JUL-11,AU000WPLXOH3
WPLYOA,CITIWARRANTS (CGMA),CITIWARRANTS 3500 WPL BARRIER CALL WARR 24-NOV-11,AU000WPLYOA6
WPLYOB,CITIWARRANTS (CGMA),CITIWARRANTS 3600 WPL BARRIER CALL WARR 24-NOV-11,AU000WPLYOB4
WPLYOC,CITIWARRANTS (CGMA),CITIWARRANTS 3500 WPL BARRIER CALL WARR 24-NOV-11,AU000WPLYOC2
WPLYOD,CITIWARRANTS (CGMA),CITIWARRANTS 3800 WPL BARRIER CALL WARR 24-NOV-11,AU000WPLYOD0
WSAIOE,CITIWARRANTS (CGMA),CITIWARRANTS 300 WSA INSTALMENT WARRANT 28-JUN-12,AU000WSAIOE8
WSAKOA,CITIWARRANTS (CGMA),CITIWARRANTS WSA 4.0661 MINI LONG,AU000WSAKOA2
XJOKOA,CITIWARRANTS (CGMA),CTW 3849.2349 XJO FUTURES INDEX MINI LONG EXPIRING,AU000XJOKOA0
XJOKOB,CITIWARRANTS (CGMA),CTW 3647.9027 XJO FUTURES INDEX MINI LONG EXPIRING,AU000XJOKOB8
XJOKOC,CITIWARRANTS (CGMA),CTW 4219.8731 XJO FUTURES INDEX MINI EXPIRING,AU000XJOKOC6
XJOKOD,CITIWARRANTS (CGMA),CTW 4069.0195 XJO FUTURES INDEX MINI LONG EXPIRING,AU000XJOKOD4
XJOKOE,CITIWARRANTS (CGMA),CITIWARRANTS 3920.00 XJO FUTURES INDEX MINI LONG,AU000XJOKOE2
XJOKOF,CITIWARRANTS (CGMA),CITIWARRANTS 3611.2599 XJO FUTURES INDEX MINI LONG,AU000XJOKOF9
XJOKOG,CITIWARRANTS (CGMA),CITIWARRANTS 3510.9488 XJO FUTURES INDEX MINI LONG,AU000XJOKOG7
XJOWOF,CITIWARRANTS (CGMA),CITIWARRANTS 4450 XJO INDEX CALL WARRANT 14-SEP-11,AU000XJOWOF4
XJOWOG,CITIWARRANTS (CGMA),CITIWARRANTS 4550 XJO INDEX CALL WARRANT 14-SEP-11,AU000XJOWOG2
XJOWOH,CITIWARRANTS (CGMA),CITIWARRANTS 4650 XJO INDEX CALL WARRANT 14-SEP-11,AU000XJOWOH0
XJOWOI,CITIWARRANTS (CGMA),CITIWARRANTS 4750 XJO INDEX CALL WARRANT 14-SEP-11,AU000XJOWOI8
XJOWOJ,CITIWARRANTS (CGMA),CITIWARRANTS 4950 XJO INDEX CALL WARRANT 14-SEP-11,AU000XJOWOJ6
XJOXOA,CITIWARRANTS (CGMA),CITIWARRANTS 3850 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOXOA3
XJOXOE,CITIWARRANTS (CGMA),CITIWARRANTS 3900 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOXOE5
XJOXOH,CITIWARRANTS (CGMA),CITIWARRANTS 4400 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOXOH8
XJOXOI,CITIWARRANTS (CGMA),CITIWARRANTS 4350 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOXOI6
XJOXOJ,CITIWARRANTS (CGMA),CITIWARRANTS 4300 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOXOJ4
XJOXOK,CITIWARRANTS (CGMA),CITIWARRANTS 4200 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOXOK2
XJOXOL,CITIWARRANTS (CGMA),CITIWARRANTS 3750 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOXOL0
XJOXOM,CITIWARRANTS (CGMA),CITIWARRANTS 4050 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOXOM8
XJOYOA,CITIWARRANTS (CGMA),CITIWARRANTS 4200 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOYOA1
XJOYOB,CITIWARRANTS (CGMA),CITIWARRANTS 4000 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOYOB9
XJOYOC,CITIWARRANTS (CGMA),CITIWARRANTS 3900 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOYOC7
XJOYOD,CITIWARRANTS (CGMA),CITIWARRANTS 4100 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOYOD5
XJOYOE,CITIWARRANTS (CGMA),CITIWARRANTS 4150 XJO INDEX BARRIER CALL 15-SEP-11,AU000XJOYOE3
YLDSO3,CITIWARRANTS (CGMA),CITIWARRANTS CAPITAL PROTECTED YIELDS3 2-AUG-11,AU000YLDSO30
YLDSO4,CITIWARRANTS (CGMA),CITIWARRANTS CAPITAL PROTECTED YIELDS4 7-JUN-12,AU000YLDSO48
ZBHWOC,CITIWARRANTS (CGMA),CITIWARRANTS 1 ZBH DLC LEPO CALL WARRANT 23-JUL-12,AU000ZBHWOC7
ZRIWOC,CITIWARRANTS (CGMA),CITIWARRANTS 1 ZRI DLC LEPO CALL WARRANT 23-JUL-12,AU000ZRIWOC1
AGKKOP,CITIWARRANTS (CGMA),CITIWARRANTS AGK 17.4358 MINI SHORT,AU000AGKKOP0
AGKKOZ,CITIWARRANTS (CGMA),CITIWARRANTS AGK 19.971 MINI SHORT,AU000AGKKOZ9
AGOKOP,CITIWARRANTS (CGMA),CITIWARRANTS AGO 5.206 MINI SHORT,AU000AGOKOP2
AIOKOP,CITIWARRANTS (CGMA),CITIWARRANTS AIO 1.9932 MINI SHORT,AU000AIOKOP8
ALLKOP,CITIWARRANTS (CGMA),CITIWARRANTS ALL 2.8752 MINI SHORT,AU000ALLKOP8
AMCKOP,CITIWARRANTS (CGMA),CITIWARRANTS AMC 8.6472 MINI SHORT,AU000AMCKOP5
AMPKOP,CITIWARRANTS (CGMA),CITIWARRANTS AMP 5.2504 MINI SHORT,AU000AMPKOP7
